date,url,title,category
05/21/2020,https://news.detik.com/berita/d-5023587/pertamina-prediksi-konsumsi-lpg-naik-5-saat-lebaran-2020,Pertamina Prediksi Konsumsi LPG Naik 5% Saat Lebaran 2020,news
05/12/2020,https://travel.detik.com/international-destination/d-5010393/yaman-negeri-keturunan-rasulullah,"Yaman, Negeri Keturunan Rasulullah",travel
04/19/2020,https://finance.detik.com/bursa-dan-valas/d-4983056/dibayangi-corona-ini-ramalan-nasib-rupiah-sampai-akhir-tahun,"Dibayangi Corona, Ini Ramalan Nasib Rupiah sampai Akhir Tahun",finance
03/16/2020,https://health.detik.com/berita-detikhealth/d-4941248/perusahaan-fashion-louis-vuitton-alih-fungsi-produksi-hand-sanitizer,"Perusahaan Fashion Louis Vuitton Alih Fungsi, Produksi Hand Sanitizer",health
03/13/2020,https://hot.detik.com/detiktv/d-4937778/cinta-penelope-dan-suami-berjuang-lawan-kanker-dan-diabetes,Cinta Penelope dan Suami Berjuang Lawan Kanker dan Diabetes,hot
03/01/2020,https://travel.detik.com/travel-news/d-4920938/pariwisata-berkualitas-jadi-target-baru-pariwisata-indonesia,Pariwisata Berkualitas Jadi Target Baru Pariwisata Indonesia,travel
02/14/2020,https://food.detik.com/info-kuliner/d-4898241/ayam-goreng-hingga-timun-5-makanan-ini-tidak-disukai-idol-k-pop,"Ayam Goreng hingga Timun, 5 Makanan Ini Tidak Disukai Idol K-Pop",food
03/11/2020,https://health.detik.com/diet/d-4933749/bukan-menu-ideal-ini-efek-buruk-makan-pisang-buat-sarapan,"Bukan Menu Ideal, Ini Efek Buruk Makan Pisang Buat Sarapan",health
03/07/2020,https://oto.detik.com/mobil/d-4929339/butuh-satu-tanda-tangan-doang-nih-agar-bisa-uji-kendaraan-listrik,"Butuh Satu Tanda Tangan Doang Nih, Agar Bisa Uji Kendaraan Listrik",oto
03/12/2020,https://health.detik.com/berita-detikhealth/d-4936581/viral-daftar-wilayah-potensi-virus-corona-di-jakarta-ini-faktanya,"Viral Daftar Wilayah Potensi Virus Corona di Jakarta, Ini Faktanya",health
04/05/2020,https://oto.detik.com/motor/d-4965880/moge-bmw-penantang-harley-davidson-dirilis-harga-mulai-rp-300-jutaan,"Moge BMW Penantang Harley-Davidson Dirilis, Harga Mulai Rp 300 Jutaan",oto
02/24/2020,https://sport.detik.com/detiktv/d-4912379/sah-pssi-kepengurusan-iwan-bule-resmi-dilantik,Sah! PSSI Kepengurusan Iwan Bule Resmi Dilantik,sport
04/29/2020,https://health.detik.com/berita-detikhealth/d-4996157/rekor-tertinggi-pasien-corona-ri-yang-sembuh-bertambah-137-orang,"Rekor Tertinggi, Pasien Corona RI yang Sembuh Bertambah 137 Orang",health
05/15/2020,#,Bos Toko Online Ini Diprediksi Jadi Triliuner Pertama Dunia,inet
04/06/2020,https://oto.detik.com/motor/d-4967098/yamaha-siap-kenalkan-motor-nuansa-jadul-lagi,Yamaha Siap Kenalkan Motor Nuansa Jadul Lagi,oto
04/15/2020,https://health.detik.com/berita-detikhealth/d-4978098/sebaran-pasien-virus-corona-di-indonesia-446-sembuh-469-meninggal,"Sebaran Pasien Virus Corona di Indonesia, 446 Sembuh, 469 Meninggal",health
04/15/2020,https://health.detik.com/berita-detikhealth/d-4978080/data-terbaru-tes-corona-di-indonesia-15-april-odp-165549-pdp-11165,"Data Terbaru Tes Corona di Indonesia 15 April: ODP 165.549, PDP 11.165",health
03/10/2020,https://finance.detik.com/moneter/d-4932148/uang-tunai-dibatasi-cegah-penyebaran-corona,Uang Tunai Dibatasi Cegah Penyebaran Corona,finance
05/10/2020,https://oto.detik.com/oto-galeri/d-5009217/remuk-begini-nasib-ferrari-bos-yang-tak-bayar-gaji-karyawan,Remuk! Begini Nasib Ferrari Bos yang Tak Bayar Gaji Karyawan,oto
03/31/2020,https://travel.detik.com/fototravel/d-4959026/potret-pulau-pengasingan-yang-jadi-tempat-karantina-bella-shofie,Potret Pulau Pengasingan yang Jadi Tempat Karantina Bella Shofie,travel
06/02/2020,https://sport.detik.com/detiktv/d-5037168/sedih-dan-marahnya-michael-jordan-akan-kematian-george-floyd,Sedih dan Marahnya Michael Jordan akan Kematian George Floyd,sport
04/28/2020,https://food.detik.com/info-kuliner/d-4994058/chef--alain-ducasse-klaim-lebih-aman-makan-di-resto-saat-pandemi-corona,Chef  Alain Ducasse Klaim Lebih Aman Makan di Resto saat Pandemi Corona,food
03/29/2020,https://travel.detik.com/travel-news/d-4957641/gegara-corona-desa-ini-berencana-ganti-nama,"Gegara Corona, Desa Ini Berencana Ganti Nama",travel
03/26/2020,https://health.detik.com/berita-detikhealth/d-4954182/cegah-penularan-virus-corona-jelang-musim-mudik-ini-imbauan-pemerintah,"Cegah Penularan Virus Corona Jelang Musim Mudik, Ini Imbauan Pemerintah",health
06/07/2020,https://health.detik.com/berita-detikhealth/d-5043604/ki-gendeng-pamungkas-meninggal-kenali-berbagai-komplikasi-diabetes,"Ki Gendeng Pamungkas Meninggal, Kenali Berbagai Komplikasi Diabetes",health
04/09/2020,https://health.detik.com/berita-detikhealth/d-4971434/10-perawat-meninggal-di-garis-depan-penanganan-corona-ri-ini-daftarnya,"10 Perawat Meninggal di Garis Depan Penanganan Corona RI, Ini Daftarnya",health
03/16/2020,https://hot.detik.com/celeb/d-4941737/ririn-ekawati-lega-dinyatakan-negatif-narkoba,Ririn Ekawati Lega Dinyatakan Negatif Narkoba,hot
03/18/2020,https://hot.detik.com/tv-news/d-4943823/jadwal-bioskop-trans-tv-malam-ini-ada-now-you-see-me,Jadwal Bioskop Trans TV Malam Ini Ada 'Now You See Me',hot
05/14/2020,https://hot.detik.com/celeb/d-5014134/sahabat-ungkap-meghan-markle-campakkan-mantan-pacar-usai-terkenal,Sahabat Ungkap Meghan Markle Campakkan Mantan Pacar Usai Terkenal,hot
01/29/2020,https://sport.detik.com/moto-gp/d-4878481/quartararo-resmi-temani-vinales-di-yamaha-rossi-terdepak,"Quartararo Resmi Temani Vinales di Yamaha, Rossi Terdepak",sport
04/20/2020,https://news.detik.com/berita/d-4984191/cegah-penyebaran-corona-kemenag-aceh-batasi-tim-pemantau-hilal-ramadhan,"Cegah Penyebaran Corona, Kemenag Aceh Batasi Tim Pemantau Hilal Ramadhan",news
03/02/2020,https://hot.detik.com/kpop/d-4921464/daebak-rilis-map-of-the-soul-7-bts-hampir-samai-rekor-the-beatles,"Daebak! Rilis 'Map of the Soul: 7', BTS Hampir Samai Rekor The Beatles",hot
05/20/2020,https://food.detik.com/info-kuliner/d-5022033/cara-praktis-memeras-lemon-tanpa-dikupas-gampang-banget,"Cara Praktis Memeras Lemon Tanpa Dikupas, Gampang Banget!",food
01/10/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4853967/anies-sebut-tak-ada-mal-yang-tutup-karena-banjir-ini-faktanya,"Anies Sebut Tak Ada Mal yang Tutup karena Banjir, Ini Faktanya",finance
03/25/2020,#,7 Cara Membuat Tulisan Unik di WhatsApp,inet
01/14/2020,https://news.detik.com/berita/d-4857930/bmkg-prediksi-jaksel-jakpus-diguyur-hujan-disertai-angin-kencang-hari-ini,BMKG Prediksi Jaksel-Jakpus Diguyur Hujan Disertai Angin Kencang Hari Ini,news
02/22/2020,https://news.detik.com/berita/d-4910089/menyesal-kenal-narkoba-aulia-farhan-minta-maaf-bikin-ortu-kecewa-berat,"Menyesal Kenal Narkoba, Aulia Farhan Minta Maaf Bikin Ortu Kecewa Berat",news
03/11/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4934347/kebutuhan-pokok-untuk-lebaran-aman-masyarakat-jangan-panik,"Kebutuhan Pokok untuk Lebaran Aman, Masyarakat Jangan Panik!",finance
03/08/2020,https://travel.detik.com/travel-news/d-4930110/setahun-dilepasliarkan-satu-satunya-orangutan-albino-di-dunia-ini-sehat,"Setahun Dilepasliarkan, Satu-satunya Orangutan Albino di Dunia Ini Sehat",travel
06/03/2020,https://oto.detik.com/mobil/d-5038562/perlu-tahu-ini-tips-klaim-asuransi-kendaraan-mudah-dan-cepat-cair,"Perlu Tahu, Ini Tips Klaim Asuransi Kendaraan Mudah dan Cepat Cair",oto
02/07/2020,https://news.detik.com/berita/d-4889382/formula-e-dilarang-di-monas-dprd-dki-jangan-dipersoalkan-cari-tempat-lain,"Formula E Dilarang di Monas, DPRD DKI: Jangan Dipersoalkan, Cari Tempat lain",news
01/03/2020,https://health.detik.com/berita-detikhealth/d-4845105/mobil-terseret-arus-banjir-pemilik-perlu-waspadai-gangguan-jiwa,"Mobil Terseret Arus Banjir, Pemilik Perlu Waspadai Gangguan Jiwa",health
03/10/2020,#,Proyek Satelit Satria Belum Dikucur Dana Investor Gegara Corona,inet
03/12/2020,https://sport.detik.com/raket/d-4935583/all-england-2020-hanya-sembilan-wakil-indonesia-yang-lolos-16-besar,All England 2020: Hanya Sembilan Wakil Indonesia yang Lolos 16 Besar,sport
05/14/2020,https://travel.detik.com/international-destination/d-5013873/toleransi-di-tanah-kelahiran-laksamana-cheng-ho-saat-ramadhan,Toleransi di Tanah Kelahiran Laksamana Cheng Ho Saat Ramadhan,travel
02/14/2020,#,Membangun Pertahanan Semesta di Dunia Maya,inet
02/22/2020,https://food.detik.com/info-kuliner/d-4909143/keren-5-kafe-dan-restoran-ini-terinspirasi-dari-film-hollywood,Keren! 5 Kafe dan Restoran Ini Terinspirasi Dari Film Hollywood,food
03/27/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4954661/perhatian-pasar-tanah-abang-tutup-sebagian-mulai-hari-ini,Perhatian! Pasar Tanah Abang Tutup Sebagian Mulai Hari Ini,finance
02/02/2020,https://news.detik.com/berita/d-4882732/wni-dari-wuhan-mulai-diobservasi-tni-polri-gencarkan-patroli-di-natuna,"WNI dari Wuhan Mulai Diobservasi, TNI-Polri Gencarkan Patroli di Natuna",news
04/23/2020,#,"Inikah Wujud Galaxy Fold 2, Samsung?",inet
03/23/2020,https://news.detik.com/berita/d-4949689/mui-harus-ada-protokol-penanganan-jenazah-corona,MUI: Harus Ada Protokol Penanganan Jenazah Corona,news
01/23/2020,https://sport.detik.com/sport-lain/d-4870603/virus-corona-batalkan-kualifikasi-tinju-untuk-olimpiade-2020,Virus Corona Batalkan Kualifikasi Tinju untuk Olimpiade 2020,sport
04/29/2020,https://food.detik.com/info-sehat/d-4994639/habis-minum-kopi-mulas-bisa-jadi-ini-penyebabnya,Habis Minum Kopi Mulas? Bisa Jadi Ini Penyebabnya,food
03/16/2020,https://sport.detik.com/raket/d-4940964/pulang-dari-inggris-kevinmarcus-dkk-dikarantina-dulu-14-hari,"Pulang dari Inggris, Kevin/Marcus dkk Dikarantina Dulu 14 Hari",sport
04/30/2020,#,"Simpang Siur Bocoran Game PlayStation Plus, Ini Dia Jawabannya",inet
04/08/2020,https://travel.detik.com/travel-news/d-4970273/santorini-dan-mykonos-lockdown-parsial-terapkan-jam-malam,Santorini dan Mykonos Lockdown Parsial Terapkan Jam Malam,travel
04/16/2020,https://oto.detik.com/mobil/d-4978686/tahukah-kamu-mercy-satu-satunya-merek-mobil-dari-nama-wanita,Tahukah Kamu? Mercy Satu-satunya Merek Mobil dari Nama Wanita,oto
03/26/2020,https://news.detik.com/berita/d-4954561/pemkot-tangsel-perpanjang-status-tanggap-darurat-corona-hingga-29-mei,Pemkot Tangsel Perpanjang Status Tanggap Darurat Corona hingga 29 Mei,news
04/29/2020,https://oto.detik.com/foto-oto/d-4995253/wujud-honda-astrea-grand-jadul-yang-dijual-rp-100-juta,Wujud Honda Astrea Grand Jadul yang Dijual Rp 100 Juta,oto
04/26/2020,https://hot.detik.com/celeb/d-4991421/sweet-banget-reino-barack-bantu-syahrini-bersihkan-kuku-tangannya,Sweet Banget! Reino Barack Bantu Syahrini Bersihkan Kuku Tangannya,hot
04/15/2020,https://news.detik.com/berita/d-4977964/ikut-donasi-bantu-atasi-covid-19-dari-rumah-dengan-cara-ini,Ikut Donasi Bantu Atasi COVID-19 dari Rumah dengan Cara Ini,news
03/25/2020,https://health.detik.com/berita-detikhealth/d-4952227/viral-jam-10-disebut-waktu-terbaik-untuk-berjemur-ini-faktanya,"Viral Jam 10 Disebut Waktu Terbaik untuk Berjemur, Ini Faktanya",health
06/01/2020,https://sport.detik.com/moto-gp/d-5036197/giliran-motogp-jepang-yang-dibatalkan,Giliran MotoGP Jepang yang Dibatalkan,sport
02/09/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4891623/semua-hewan-hidup-dari-china-dilarang-masuk-ri,Semua Hewan Hidup dari China Dilarang Masuk RI,finance
05/01/2020,https://news.detik.com/berita/d-4998498/keutamaan-assalamualaikum-adab-dan-tata-cara-menjawab-salam,"Keutamaan 'Assalamu'alaikum', Adab dan Tata Cara Menjawab Salam",news
03/03/2020,https://sport.detik.com/raket/d-4922861/indonesia-terpapar-virus-corona-indonesia-open-2020-bagaimana,"Indonesia Terpapar Virus Corona, Indonesia Open 2020 Bagaimana?",sport
03/03/2020,https://health.detik.com/berita-detikhealth/d-4923528/cegah-penyebaran-virus-corona-cuci-tangan-hingga-minum-vitamin-c,"Cegah Penyebaran Virus Corona, Cuci Tangan Hingga Minum Vitamin C",health
02/25/2020,https://hot.detik.com/movie/d-4913073/corona-teror-italia-syuting-mission-impossible-7-ditunda,"Corona Teror Italia, Syuting 'Mission Impossible 7' Ditunda",hot
01/15/2020,https://oto.detik.com/mobil/d-4860298/suzuki-ertiga-minor-facelift-perubahan-lebih-banyak-di-interior,"Suzuki Ertiga Minor Facelift, Perubahan Lebih Banyak di Interior",oto
05/05/2020,https://hot.detik.com/celeb/d-5002414/hidayah-mulan-jameela-usai-ibadah-di-masjid-al-aqsa,Hidayah Mulan Jameela Usai Ibadah di Masjid Al Aqsa,hot
02/23/2020,https://sport.detik.com/detiktv/d-4910905/jesus-menangkan-man-city-atas-leicester,Jesus Menangkan Man City atas Leicester,sport
04/23/2020,https://hot.detik.com/music/d-4988455/catat-ini-tanggal-film-yellow-submarine-the-beatles-tayang-gratis-di-youtube,Catat! Ini Tanggal Film 'Yellow Submarine' The Beatles Tayang Gratis di YouTube,hot
06/01/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5035917/jokowi-semua-negara-ingin-jadi-pemenang-dalam-pemulihan-ekonomi,Jokowi: Semua Negara Ingin Jadi Pemenang dalam Pemulihan Ekonomi,finance
01/14/2020,https://sport.detik.com/raket/d-4858452/hasil-indonesia-masters-jalani-debut-tontowiapriyani-tembus-babak-utama,"Hasil Indonesia Masters: Jalani Debut, Tontowi/Apriyani Tembus Babak Utama",sport
05/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5011301/pelatihan-kartu-pra-kerja-tatap-muka-mulai-juni,Pelatihan Kartu Pra Kerja Tatap Muka Mulai Juni?,finance
05/15/2020,https://sport.detik.com/fotosport/d-5015492/semangat-para-atlet-bela-diri-dunia-berlatih-saat-pandemi-covid-19,Semangat Para Atlet Bela Diri Dunia Berlatih Saat Pandemi COVID-19,sport
04/22/2020,https://hot.detik.com/celeb/d-4986406/efek-corona-ghea-youbi-jarang-ketemu-dengan-gian-zola,"Efek Corona, Ghea Youbi Jarang Ketemu dengan Gian Zola",hot
02/22/2020,https://hot.detik.com/celeb/d-4910134/menjauh-dari-dunia-hiburan-sheila-marcia-kini-menetap-di-bali,"Menjauh dari Dunia Hiburan, Sheila Marcia Kini Menetap di Bali",hot
03/10/2020,https://hot.detik.com/celeb/d-4933093/pembelaan-suami-usai-siti-badriah-dibully-karena-hijab,Pembelaan Suami Usai Siti Badriah Dibully karena Hijab,hot
04/20/2020,https://oto.detik.com/mobil/d-4984217/mobil-murah-yang-paling-diburu,Mobil Murah yang Paling Diburu,oto
05/15/2020,https://hot.detik.com/celeb/d-5015634/heboh-indira-kalistha-dianggap-remehkan-corona-suami-beri-pembelaan,"Heboh Indira Kalistha Dianggap Remehkan Corona, Suami Beri Pembelaan",hot
03/24/2020,https://health.detik.com/berita-detikhealth/d-4951463/wanita-ini-positif-virus-corona-dengan-gejala-yang-berbeda,Wanita Ini Positif Virus Corona dengan Gejala yang Berbeda,health
04/20/2020,https://news.detik.com/berita/d-4984079/jaga-laut-indonesia-selama-corona-kemenhub-kerahkan-39-kapal-patroli,"Jaga Laut Indonesia Selama Corona, Kemenhub Kerahkan 39 Kapal Patroli",news
02/18/2020,https://sport.detik.com/raket/d-4904650/jonatan-christie-cs-bisa-tiru-perjuangan-hendrawan-di-olimpiade-2000,Jonatan Christie Cs Bisa Tiru Perjuangan Hendrawan di Olimpiade 2000,sport
02/26/2020,https://hot.detik.com/detiktv/d-4915814/ruben-onsu-prihatin-ayah-jessica-iskandar-jadi-korban-tabrak-lari,Ruben Onsu Prihatin Ayah Jessica Iskandar Jadi Korban Tabrak Lari,hot
05/19/2020,#,Hore! Sebentar Lagi Ada Website Beraksara Jawa,inet
05/08/2020,https://health.detik.com/berita-detikhealth/d-5007499/transformasi-adele-jadi-langsing-disebut-turunkan-risiko-tertular-corona,Transformasi Adele Jadi Langsing Disebut Turunkan Risiko Tertular Corona,health
06/11/2020,https://health.detik.com/berita-detikhealth/d-5049586/who-bikin-gaduh-soal-otg-corona-ini-bedanya-asimtomatik-dan-presimtomatik,"WHO Bikin Gaduh Soal OTG Corona, Ini Bedanya Asimtomatik dan Presimtomatik",health
05/13/2020,https://food.detik.com/info-kuliner/d-5012894/gemas-kylie-jenner-tes-kesabaran-stormi-lewat-semangkuk-permen,Gemas! Kylie Jenner Tes Kesabaran Stormi Lewat Semangkuk Permen,food
01/16/2020,https://food.detik.com/info-kuliner/d-4860364/di-5-kedai-kopi-ini-bisa-sarapan-bakpao-hingga-timpan-srikaya,Di 5 Kedai Kopi Ini Bisa Sarapan Bakpao hingga Timpan Srikaya,food
04/14/2020,https://health.detik.com/berita-detikhealth/d-4976044/viral-selebgram-buat-cairan-diffuser-dengan-antiseptik-untuk-cegah-corona,Viral Selebgram Buat Cairan Diffuser dengan Antiseptik untuk Cegah Corona,health
03/20/2020,https://travel.detik.com/detiktravel/d-4946886/desa-nusa-wisata-pemandangan-alam-nan-indah-di-aceh-besar,"Desa Nusa, Wisata Pemandangan Alam nan Indah di Aceh Besar",travel
06/13/2020,https://oto.detik.com/tips-and-tricks-motor/d-5052041/perbedaan-mendasar-antara-rem-cakram-dan-tromol,Perbedaan Mendasar antara Rem Cakram dan Tromol,oto
03/16/2020,https://health.detik.com/berita-detikhealth/d-4941807/temukan-125-kasus-baru-virus-corona-malaysia-umumkan-lockdown,"Temukan 125 Kasus Baru Virus Corona, Malaysia Umumkan 'Lockdown'",health
01/17/2020,https://travel.detik.com/domestic-destination/d-4862698/tempat-wisata-pangandaran-ini-lokasi-favorit-syuting-film-kolosal,Tempat Wisata Pangandaran Ini Lokasi Favorit Syuting Film Kolosal,travel
01/08/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4850727/erick-thohir-mau-gabungkan-bisnis-hotel-bumn-yang-bejibun,Erick Thohir Mau Gabungkan Bisnis Hotel BUMN yang Bejibun,finance
06/03/2020,https://travel.detik.com/fototravel/d-5038624/indahnya-jembatan-kaca-tertinggi-dan-terpanjang-di-dunia,Indahnya Jembatan Kaca Tertinggi dan Terpanjang di Dunia,travel
06/08/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5045800/negara-di-dunia-kumpulkan-us-25-juta-bantu-umkm-terdampak-pandemi,"Negara di Dunia Kumpulkan US$ 2,5 Juta Bantu UMKM Terdampak Pandemi",finance
02/22/2020,https://finance.detik.com/foto-bisnis/d-4910250/masuk-10-tujuan-wisata-utama-ini-kondisi-jalan-di-morotai,"Masuk 10 Tujuan Wisata Utama, Ini Kondisi Jalan di Morotai",finance
01/20/2020,https://food.detik.com/info-kuliner/d-4866318/aksi-ekstrem-orang-di-tebing-curam-ambil-madu-dan-buka-warung,"Aksi Ekstrem Orang di Tebing Curam, Ambil Madu dan Buka Warung",food
04/15/2020,https://hot.detik.com/music/d-4977607/giring-mau-reuni-dengan-nidji-tapi-tunggu-sewindu-lagi,"Giring Mau Reuni dengan Nidji, Tapi Tunggu Sewindu Lagi",hot
02/26/2020,https://hot.detik.com/celeb/d-4914918/kondisi-terkini-ayah-jessica-iskandar-yang-jadi-korban-tabrak-lari,Kondisi Terkini Ayah Jessica Iskandar yang Jadi Korban Tabrak Lari,hot
01/27/2020,#,"Aneka Penyakit Berbahaya PunyaÂ Jarak Seabad, Netizen: Kebetulan?",inet
04/30/2020,https://health.detik.com/berita-detikhealth/d-4997040/berjemur-10-menit-bisa-kurangi-risiko-virus-corona-ini-faktanya,"Berjemur 10 Menit Bisa Kurangi Risiko Virus Corona, Ini Faktanya",health
04/11/2020,https://sport.detik.com/f1/d-4973066/f1-2020-ditunda-karena-corona-renault-rumahkan-karyawan,"F1 2020 Ditunda Karena Corona, Renault Rumahkan Karyawan",sport
03/21/2020,https://oto.detik.com/mobil/d-4948431/takut-bertemu-sales-mobil-karena-corona-bagaimana-dapat-diskonnya,"Takut Bertemu Sales Mobil karena Corona, Bagaimana Dapat Diskonnya?",oto
03/05/2020,https://sport.detik.com/moto-gp/d-4926202/motogp-qatar-batal-vinales-tak-merasa-dirugikan,"MotoGP Qatar Batal, Vinales Tak Merasa Dirugikan",sport
05/04/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5001286/pengusaha-jangankan-thr-bayar-gaji-saja-sudah-pusing,"Pengusaha: Jangankan THR, Bayar Gaji Saja Sudah Pusing!",finance
02/06/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4888505/jokowi-minta-bumn-dan-swasta-danai-riset-produk-unggulan-ri,Jokowi Minta BUMN dan Swasta Danai Riset Produk Unggulan RI,finance
01/11/2020,https://oto.detik.com/tips-and-tricks-mobil/d-4855448/mobil-terendam-air-banjir-ini-tips-sebelum-ke-bengkel-resmi,"Mobil Terendam Air Banjir, Ini Tips Sebelum ke Bengkel Resmi",oto
04/17/2020,https://health.detik.com/berita-detikhealth/d-4980952/sebaran-pasien-virus-corona-di-indonesia-607-sembuh-520-meninggal,"Sebaran Pasien Virus Corona di Indonesia, 607 Sembuh, 520 Meninggal",health
02/10/2020,https://travel.detik.com/travel-news/d-4893624/waspada-virus-corona-kuwait-minta-warganya-tinggalkan-singapura,"Waspada Virus Corona, Kuwait Minta Warganya Tinggalkan Singapura",travel
04/23/2020,https://health.detik.com/berita-detikhealth/d-4987841/rekomendasi-4-camilan-sehat-jadi-teman-saat-wfh,Rekomendasi 4 Camilan Sehat Jadi Teman Saat WFH,health
04/24/2020,https://food.detik.com/menu-harian-ramadan/d-4988846/menu-harian-ramadhan-ke-1--sahur-ayam-kecap-yang-sedap-tambah-semangat-puasa,"Menu Harian Ramadhan ke-1 : Sahur Ayam Kecap yang Sedap, Tambah Semangat Puasa",food
03/19/2020,https://hot.detik.com/main-stage/d-4945727/main-sambung-pantun-govinda-salah-fokus-terus,"Main Sambung Pantun, Govinda Salah Fokus Terus!",hot
03/19/2020,https://news.detik.com/berita/d-4945220/ingatkan-social-distancing-jokowi-cerita-pantai-carita-puncak-malah-lebih-ramai,"Ingatkan Social Distancing, Jokowi Cerita Pantai Carita-Puncak Malah Lebih Ramai",news
02/04/2020,https://food.detik.com/detiktv/d-4885470/nyam-ngemil-crepe-dan-galette-autentik-dari-prancis,20Detik Nyam! Ngemil Crepe dan Galette Autentik dari Prancis,food
04/23/2020,#,"Lebih Dekat dengan iPhone SE, Ponsel Murah Apple Harga Rp 6 Jutaan",inet
01/20/2020,https://hot.detik.com/movie/d-4866466/sinopsis-doctor-strange-2,Sinopsis 'Doctor Strange 2',hot
05/18/2020,https://sport.detik.com/detiktv/d-5019079/del-piero-menderita-batu-ginjal,Del Piero Menderita Batu Ginjal?,sport
04/12/2020,https://hot.detik.com/spotlight/d-4974004/mengikuti-jejak-sigmund-freud-mengungkap-pembunuhan,Mengikuti Jejak Sigmund Freud Mengungkap Pembunuhan,hot
06/12/2020,https://health.detik.com/infografis/d-5050353/mandi-air-dingin-di-pagi-hari-kenapa-tidak-ini-manfaatnya,"Mandi Air Dingin di Pagi Hari, Kenapa Tidak? Ini Manfaatnya",health
01/21/2020,https://oto.detik.com/mobil/d-4867145/uang-elektronik-hilang-di-tol-dendanya-bisa-sampai-rp-1-juta,"Uang Elektronik Hilang di Tol, Dendanya Bisa Sampai Rp 1 Juta!",oto
03/31/2020,https://food.detik.com/pengalaman-bersantap/d-4959230/huahh-kepincut-nikmatnya-ayam-goreng-sambal-hijau-unjani-cimahi,Huahh! Kepincut Nikmatnya Ayam Goreng Sambal Hijau UNJANI Cimahi,food
01/30/2020,https://oto.detik.com/berita/d-4879212/kualitas-pengendara-dipengaruhi-proses-bikin-sim,Kualitas Pengendara Dipengaruhi Proses Bikin SIM?,oto
05/05/2020,https://health.detik.com/berita-detikhealth/d-5002719/didi-kempot-meninggal-henti-jantung-kenali-bedanya-dengan-serangan-jantung,"Didi Kempot Meninggal Henti Jantung, Kenali Bedanya dengan Serangan Jantung",health
05/12/2020,https://travel.detik.com/detiktravel/d-5011438/pusat-pelatihan-pertanian-bisa-secantik-ini,Pusat Pelatihan Pertanian Bisa Secantik Ini,travel
05/03/2020,https://oto.detik.com/mobil/d-5000828/krisis-karena-corona-volvo-bakal-pangkas-1300-karyawan,"Krisis karena Corona, Volvo Bakal Pangkas 1.300 Karyawan",oto
05/17/2020,https://hot.detik.com/celeb/d-5018161/lebih-mewah-dari-emas-ultah-pernikahan-cate-blanchett-dapat-papan-setrikaan,"Lebih Mewah dari Emas! Ultah Pernikahan, Cate Blanchett Dapat Papan Setrikaan",hot
06/10/2020,https://food.detik.com/info-kuliner/d-5048387/protokol-baru-new-normal-restoran-berbintang-hingga-rumah-makan,Makan Enak di Era Baru Protokol Baru New Normal Restoran Berbintang hingga Rumah Makan,food
04/08/2020,https://news.detik.com/berita/d-4969602/meski-jadi-wilayah-transit-walkot-masih-kaji-terapkan-psbb-di-parepare,"Meski Jadi Wilayah Transit, Walkot Masih Kaji Terapkan PSBB di Parepare",news
01/15/2020,https://sport.detik.com/sport-lain/d-4859535/mcgregor-anggap-duel-lawan-cerrone-cuma-latihan,McGregor Anggap Duel Lawan Cerrone Cuma Latihan,sport
03/20/2020,#,"Kita Bisa! Yuk, Ramai-ramai Donasi Lawan Corona",inet
06/11/2020,#,Menristek Ungkap Prakiraan Harga Vaksin Covid-19 yang Meroket,inet
06/03/2020,https://finance.detik.com/properti/d-5039087/pengorbanan-tambahan-potong-gaji-demi-punya-rumah-sendiri,Pengorbanan Tambahan Potong Gaji Demi Punya Rumah Sendiri,finance
05/22/2020,#,Smartfren Gaet Tiara Idol Ajak Gen Z Berinternet Antiwaswas,inet
04/07/2020,https://sport.detik.com/sport-lain/d-4968856/pekan-depan-menpora-rapat-dengan-presiden-bahas-pon,"Pekan Depan, Menpora Rapat dengan Presiden Bahas PON",sport
02/01/2020,https://health.detik.com/berita-detikhealth/d-4881413/dokter-paru-tegaskan-penggunaan-masker-tak-boleh-lebih-dari-6-jam,Dokter Paru Tegaskan Penggunaan Masker Tak Boleh Lebih dari 6 Jam,health
03/03/2020,https://sport.detik.com/detiktv/d-4923201/ronaldo-seharga-lukaku-ini-5-pemain-termahal-serie-a,"Ronaldo Seharga Lukaku, Ini 5 Pemain Termahal Serie A",sport
06/11/2020,https://finance.detik.com/moneter/d-5049224/ada-apa-dengan-bukopin,Ada Apa dengan Bukopin?,finance
04/20/2020,https://sport.detik.com/moto-gp/d-4983374/alex-rins-perpanjang-kontrak-di-suzuki-sampai-2022,Alex Rins Perpanjang Kontrak di Suzuki Sampai 2022,sport
